Date,Session ,Observer,Source,Region name,Source type,Start Scan,End Scan,First Row Mapped,Last Row completed,Tsys,Aborted scan #,Observing notes,Special RawDir,Beam Gains,Operator,all,DR1
2015-11-08,42,Jaime,serpAquila_map_6,Serpens_Aquila,map,216,263,,,48 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Amber,TRUE,FALSE
2015-11-08,42,Youngmin,serpAquila_map_9,Serpens_Aquila,map,269,292,,,42 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-08,42,Youngmin,serpAquila_map_12,Serpens_Aquila,map,293,316,,,42 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-08,43,Youngmin,L1228_map_1,Cepheus_L1228,map,322,369,,,40 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-08,43,Youngmin,L1228_map_2,Cepheus_L1228,map,375,387,,13,40 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,44,Erik Rosolowsky,Venus,Venus,calibrator,6,13,,,46 K,,Winds are high (10 m/s),,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,44,Erik Rosolowsky,Moon ,Moon,calibrator,19,20,,,44 K,,so many failed pointing attempts.  Woe!,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,44,Erik Rosolowsky,Oph_L1688_09,L1688,map,32,41,39,48,44 K,,Good gravy!  The winds!,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,TRUE
2015-11-13,44,Erik Rosolowsky,Oph_L1688_10,L1688,map,42,66,1,25,43 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,TRUE
2015-11-13,44,Erik Rosolowsky,Oph_L1688_10,L1688,map,78,100,26,48,43 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,TRUE
2015-11-13,45,Helen Kirk,serpAq_map_7,Serpens_Aquila,map,130,130,,,40K,,"Aborted due to high winds.  Restart from the beginning next time, as data quality likely terrible",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,45,Helen Kirk,L1228_map_2,Cepheus_L1228,map,148,165,14,31,40K,,Moved to a more eastern source to hopefully reduce wind issues.  ,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,45,Helen Kirk,L1228_map_2,Cepheus_L1228,map,171,187,32,48,40K,,"split in 2 chunks for extra point & focus, given wind. New P&F looks much improved over earlier ones.  Wind picked up a lot near the end of the observations, and 3 attempts at autopeak all failed following the end of the observation.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,45,Helen Kirk,L1489PPC,L1489PPC,calibrator,206,206,,,86K?,,"Moving to L1489PPC as it may be a little more out of the wind!  Focus solution approved, but a litle wonky",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,45,Helen Kirk,Perseus_map_IC348-A,IC348,map,212,238,1,27,55K,,"point & focus look reasonable.  NB: wind speed is quite high.  15-20m/s at beginning.  (some short drops much lower, but mean is hovering in the yellow).  Final focus less good, but still accepted.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,45,Helen Kirk,L1489PPC,L1489PPC,calibrator,253,253,,,50K,,"re-doing, as Tsys looked quite high last time",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,46,Rachel,L1489PPC,L1489PPC,calibrator,16,16,,,38 K,,"Redid point and focus several times, finally got a reasonable solution. Winds are high. Perseus is rising so telescope is currently pointing away from the wind direction. L1489PPC spectrum looks reasonable, though. ",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,46,Rachel,Perseus_map_IC348-A,IC348,map,17,37,28,48,37 K,,"Starting at row 28, but will probably redo previous rows as well. Keep getting hopeful that winds are dropping but am then sorely disappointed.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,46,Rachel,Perseus_map_IC348-A,IC348,map,48,74,1,27,39 K,,"Winds seem to be dropping somewhat, but are still high. Az heuristics failed even when set to 'relaxed'. Second try worked. ",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,46,Rachel,OrionA_map_22,OrionA,map,80,99,5,24,55 K,100,Pointing succeeded on first try. Winds are much better but switching to Orion A to keep out of the wind. ,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-13,46,Rachel,OrionA_map_22,OrionA,map,106,127,25,46,50 K,,Winds still high but pointing was good. ,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-14,47,Jared Keown,Venus,Venus,calibrator,7,14,,,50 K,,Winds 6-10 m/s,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-14,47,Jared Keown,Moon ,Moon,calibrator,30,31,,,53 K,,"Issues with pointing on first try, relaxed heuristics worked better but still not ideal",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-14,47,Jared Keown,Oph_L1688_09,L1688,map,46,70,1,25,51 K,,"Redid pointing/focus several times, third time produced reasonable solution",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-14,47,Jared Keown,Oph_L1688_09,L1688,map,79,99,26,46,55 K,,"Pointing resulted in ""no corrections"" twice, so I asked operator to manually update dAz/dEl.  fd=5 has much higher Tsys (~85 K). Abort detected on row 47, scan 100",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-14,47,Jared Keown,Oph_L1688_09,L1688,map,101,102,47,48,55 K,,Still windy,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-14,47,Jared Keown,Oph_L1688_10,L1688,map,108,111,1,4,52 K,,Ran out of time. Finished row 4,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-15,48,Felipe Alves,Moon ,Moon,calibrator,11,14,,,62 K ,,"I did pointing twice on the Moon (dEl > 0.1), winds at ~ 6 m/s. I've got disconnected twice during calibration so just to make sure it was properly done, I ran onoffMoon twice",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-15,48,Felipe Alves,serpAquila_map_7,Serpens_Aquila,map,35,82,, ,47 K,,"After doing pointing twice on Serpens, winds seem to be stable now (about 4.5 m/s). However, disconnection issue still happens.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-15,48,Felipe Alves,serpAquila_map_8,Serpens_Aquila,map,88,115,1,28,50 K,116,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-15,50,Erik Rosolowsky,Moon ,Moon,calibrator,,,,,,,Entire shift lost due to VEGAS Bank E failure.  The weather looks great and the winds are low though.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-23,51,Helen Kirk,serpAquila_map_8,Serpens_Aquila,map,12,32,28,48,~40K,,"wind range 5-10 m/s.  Major connection issues during this map, calibrator, and part scan below.  Operator ran queue; HK just sent in scripts to be run.  Info on the scans filled in after the fact, once connection stabilized.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-23,51,Helen Kirk,L43E,L43E,calibrator,38,,,,45K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-23,51,Helen Kirk,serpAquila_map_7,Serpens_Aquila,map,44,49,1,5,40K,,"HK error - operator submitting scripts while HK had astrid issues.  Didn't notice similar, but wrong named script was running.  Aborted partway through the 5th row, and moved on to correct script.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-23,51,Helen Kirk,serpAquila_map_10_5x10,Serpens_Aquila,map,50,73,1,24,40 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-23,52,Rachel Friesen,Moon ,Moon,calibrator,6,7,,,48 K,,Started at 7:40 due to computer issues. Low winds! Pointing success on the first try! ,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-23,52,Rachel Friesen,Perseus_map_L1451-W,L1451,map,13,60,,,43 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-23,52,Rachel Friesen,Perseus_map_L1451-S,L1451,map,81,128,,,41 K,,"Redid pointing multiple times after terrible focus results. Finally worked. Weather is fine, not sure what happened. (Some winds @ end of map > 5 m/s but settled back down)",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-23,53,Erik Rosolowsky,Taurus_map_012,Taurus,map,137,184,,,41 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-23,53,Erik Rosolowsky,Taurus_map_027,Taurus,map,190,237,,,41 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-24,54,Erik Rosolowsky,OrionB_map_02,OrionB_NGC2023-2024,map,243,287,4,,49 K,,"Good weather conditions, low winds",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-24,54,Jaime Pineda,OrionB_map_34,OrionB_NGC2023-2024,map,294,341,,,50 K,,"Pointing correction of ~1.5 arcsec... started map_03, but noticed merged map_34 and started again. No time lost, and it is better not to use the few integrations done on map_03 (scan 293)",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-24,55,Youngmin Seo,OrionB_map_05,OrionB_NGC2023-2024,map ,6,53,1,48,50 K,,Good weather low winds,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-24,55,Youngmin Seo,Moon ,Moon,calibrator,59,60,,,,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-11-24,55,Youngmin Seo,OrionB_map_05,OrionB_NGC2023-2024,map ,61,107,49,,45 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-05,56,Erik Rosolowsky,Moon ,Moon,calibrator,8,9,,,41 K,,"Tsys for NH3(2,2) is 45 K, but (1,1) is only 40 K (maybe this is normal and I'm just noticing now)",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-05,56,Erik Rosolowsky,Moon ,Moon,calibrator,10,11,,,41 K,,Winds are 2-4 m/s,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-05,56,Erik Rosolowsky,Oph_L1688_10,L1688,map,17,60,5,48,46 K,,"We are right next to the Sun.  All feeds look good except fd=5, which has Tsys=81 K",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-05,56,Mike Chen (w Erik),Oph_L1688_11,L1688,map,66,85,5,24,45 K,86,"Had a 'no correction' error after the point/focus. The operator (Greg) was able to apply the fitted LFC manually after the scan has started. Scan 66-68 were a bit out of foucs, but the change went into effect by scan 69. Due to mistakes in the script, the scan started at subscan 5 (#66) instead of 1 and do not automatically terminate at subscan 24 for being a half scan. To correct for that, we aborted this scan at the beginning of subscan 25 and restarted to scan (see notes in ""next"" scan for more details).",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-05,56,Mike Chen,Oph_L1688_11,L1688,map,87,93,1,7,45 K,,Observed subscan 1-7 (inclusively) to cover the scans we previously missed or to redo the scans that did not have the right LFC corrections (see notes for the scan above).,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-05,56,Mike Chen,Oph_L1688_12,L1688,map,100,10,1,25,46 K,,Winds at ~ 2 m/s,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-06,57,Jaime Pineda,L1489PPC,L1489PPC,calibrator,10,10,,,32 K,,"Good conditions and low wind. Something funny with autopeakfocus, initial three attempts failed. The operator (Donna) could not fix it, Joe Brandt (Toney Minter was contacted) logged on to see what to do, 55 min lost. Solution was to reboot the DCR",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Donna,TRUE,FALSE
2015-12-06,57,Jaime Pineda,OrionB_map_06,OrionB_NGC2023-2024,map,16,74,1,53,33 K,,I did map6... but map5 was done with a 10x20 box... need to check were we are with this,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Donna,TRUE,FALSE
2015-12-06,57,Jaime Pineda,3C286,3C286,calibrator,80,87,,,39 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Donna,TRUE,FALSE
2015-12-06,57,Jaime Pineda,OrionB_map_08,OrionB_NGC2068-2071,map,98,108,,10,19 K,,"Skipped map7, we need to assess how do they fit with the currently observed maps. Peak failed in Az, re-done.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Donna,TRUE,FALSE
2015-12-06,58,Rachel Friesen,Jupiter,Jupiter,calibrator,16,21,,,34 K,,"Tsys fantastic! Winds steady just under 5 m/s. VEGAS Bank H was failing initially, reset fixed. Then Bank D went. Reset that too. ",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-06,58,Rachel Friesen,Moon ,Moon,calibrator,22,23,,,36 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-06,58,Rachel Friesen,Oph_L1688_13,L1688,map,29,76,,,45 K,,Starting at low el. (19 degrees) but Tsys is still good. Yay!,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-06,58,Rachel Friesen,Oph_L1688_14,L1688,map,82,129,,,40 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-06,58,Rachel Friesen,Oph_L1689_1,L1689,map,130,132,1,3,39 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-07,59,Erik Rosolowsky,OrionB_map_09,OrionB_NGC2068-2071,map,6,53,,,38 K,,Started up nominal.  Looks like good conditions.  We will need to pick up Jupiter @ end of shift.  Feed 5 still shows a high Tsys (20 K worse than others).  Winds are < 2m/s,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Amber,TRUE,FALSE
2015-12-07,59,Erik Rosolowsky / Felipe Alves,OrionB_map_10,OrionB_NGC2068-2071,map,68,115,,,44 K,,A few P/F fails on a fairly bright source (1.8 Jy). Astrid froze a couple of times. ,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-07,59,Felipe Alves,Jupiter,Jupiter,calibrator,121,128,,,43 K,,I've got disconnected again from the GBT server but I managed to phone Amber and ask her to run the calibration script,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-07,61,Jared Keown,Taurus_map_028,TMC1,map,6,53,1,48,48 K,,"Helen moved to backup project after multiple failed pointings due to heavy rain (session 60).  Still have low winds < 1m/s; rain has died off; point/focus looked good. fd=5 has Tsys~80 K, all others ~50 K",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-07,61,Jared Keown,L1489PPC,L1489PPC,calibrator,59,59,,,45 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-07,61,Jared Keown,Taurus_map_029,TMC1,map,65,98,1,34,46 K,99,"Observers after us showed up late, so we got 24 minutes extra time! Score!",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-15,62,Mike Chen,Perseus_map_IC348-B,IC348,map,13,60,1,48,41 K,,I forgot to edit the source name in the autopeak script (Perseus_map_B1-F was used). Hopefully this won't be a major issue.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-15,62,Mike Chen,3C48,3C48,calibrator,66,73,,,45 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-15,62,Mike Chen,L1489PPC,L1489PPC,calibrator,79,,,,41 K,,The wind has been consistently < 5m/s up to this point of the night.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-15,62,Mike Chen/Youngmin Seo,Perseus_map_B1E-A,B1E,map,87,134,1,,42 K,,"The wind has been consistently < 5m/s during this scan, with the exception of a gust of wind reached ~6 m/s for a very short period of time.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-15,62,Youngmin Seo,OrionB_map_11,OrionB_NGC2068-2071,map,140,187,1,48,46 K,,"Winds <5m/s for this observation. Sorry but I forgot to double the scan duration to match 20' scan in RA. Please observe one more time if rms did not reach the aimed rms. Also, I had a warning sign in the receiver. Power supply had a bit higher voltage than it should be (-16.5V instead of -15V). ",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Greg,TRUE,FALSE
2015-12-15,62,Youngmin Seo,Jupiter ,Jupiter,Calibration,195,200,,,47 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-15,62,Youngmin Seo,OrionB_map_11,OrionB_NGC2068-2071,map,206,229,49,72,50 K,,Winds < 5m/s.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-18,63,Jared Keown,L1489PPC,L1489PPC,calibrator,6,6,,,41 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Amber,TRUE,FALSE
2015-12-18,63,Jared Keown,Taurus_map_029,TMC1,map,12,25,35,48,40 K,,"Saw some 7 m/s wind gusts, but usually hovering right at 5 m/s so I will keep going for now",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Amber,TRUE,FALSE
2015-12-18,63,Jared Keown,Taurus_map_030,HC2,map,31,50,1,20,40 K,,"Wind still on the verge of our 5 m/s threshold, but I'm still mapping.  Will stop after row 20 to do another autopeak.  ",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-18,63,Jared Keown,Taurus_map_030,HC2,map,56,83,21,48,42 K,,"Wind seems to be decreasing, now steadily below 4 m/s.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-18,63,Jared Keown,Jupiter,Jupiter,calibrator,89,96,,,43 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-18,63,Jared Keown,Taurus_map_031,HC2,map,102,108,1,7,46 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Amber,TRUE,FALSE
2015-12-19,64,Jaime Pineda,Perseus_map_L1451-C,L1451,map,6,50,1,,42 K,,"Pointing solution is OK, although the flux before the signal droped off __----^---, winds<2m/s",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Donna,TRUE,FALSE
2015-12-19,64,Jaime Pineda,L1489PPC,L1489PPC,calibrator,66,66,,,40 K,,"Wind is picking up, problems with point and focus",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Donna,TRUE,FALSE
2015-12-19,64,Jaime Pineda,Perseus_map_L1448-C,L1448,map,77,105,1,28,39 K,,It took some time to actually get the pointing and focus going... only station 3 is reliable for winds these days,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-19,65,Mike Chen,Moon ,Moon,calibrator,6,7,,,42 K,,"I think the wind was ~3 m/s unlike the hour following this observation, but I wasn't mointoring very closely at the time",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-19,65,Mike Chen,Taurus_map_002,B18,map,18,30,36,48,38 K,,"**I wouldn't trust this run given that the wind was often > 5 m/s during the run. The wind was fluctuating quite a bit, having speeds between 3 - 7 m/s through first 2/3 fo the run. I waited for the map to finish hoping that the wind would die down, but it creeped up in the end and is consistently > 5 m/s when I requested the low frequency project to take over.",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-20,66,Jared Keown,L1489PPC,L1489PPC,calibrator,11,11,,,42 K,,Winds died down below 5 m/s with ~1.5 hours remaining in the session.  Relaxed heuristics after first pointing failed.,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Dave Curry,TRUE,FALSE
2015-12-20,66,Jared Keown,Taurus_map_031,HC2,map,17,48,8,57,43 K,,Winds steady at ~2 m/s,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Dave Curry,TRUE,FALSE
2015-12-20,67,Jaime Pineda,serpAquila_map_11,Serpens_Aquila,map,7,11,1,5,45 K,,"Scan 6 didn't start because of Vegas issues. VEGAS again, it failed miserably again",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Greg,TRUE,FALSE
2015-12-20,67,Jaime Pineda,serpAquila_map_11,Serpens_Aquila,map,13,31,6,,49 K,,"The Tsys of beam 5 (fdnum=5) is ~79 K, while the rest is 48-55 K",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Greg,TRUE,FALSE
2015-12-20,67,Jaime Pineda,3C286,3C286,calibrator,38,45,,,45 K,,finally managed to get autopeak&focus for 3C286! winds of ~3m/s,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Greg,TRUE,FALSE
2015-12-20,67,Jaime Pineda,serpAquila_map_13,Serpens_Aquila,map,56,76,28,,46 K,,"first P&F was horrible, repeated and it was great... I forgot to modify the start paramert, so I'll have to do the rest in the next script",,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Greg,TRUE,FALSE
2015-12-20,67,Jaime Pineda,serpAquila_map_13,Serpens_Aquila,map,77,95,1,18,46 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",Greg,TRUE,FALSE
2015-12-20,68,James Di Francesco,Moon ,Moon,calibrator,6,7,,,41 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
2015-12-20,68,James Di Francesco,L1489PPC,L1489PPC,calibrator,13,13,,,42 K,,,,"0.883,0.858,0.885,0.847,0.847,0.855,0.746,0.731,0.986,0.768,0.647,0.522,0.894,1.103",,TRUE,FALSE
